Country Name,Country Code,Indicator Name,Indicator Code,2017,2018,2019,2020,2021
Belarús,BLR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,39848544786,43232908800,48509693936,50800658500,
Belice,BLZ,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2939370538,3017319526,3157361405,3533801971,
Bermudas,BMU,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Bolivia,BOL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.40E+11,2.50E+11,2.46E+11,2.69E+11,
Brasil,BRA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,6.13E+12,6.56E+12,7.10E+12,8.31E+12,
Barbados,BRB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,11336496840,11315114849,,,
Brunei Darussalam,BRN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,14517775053,14929719170,15567062904,15500175713,
Bhután,BTN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.13E+11,1.20E+11,1.35E+11,1.73E+11,
Botswana,BWA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,72466776441,78495248910,84767083089,89761949480,
República Centroafricana,CAF,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.01E+11,3.43E+11,3.74E+11,,
Canadá,CAN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Europa Central y del Báltico,CEB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Suiza,CHE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Islas del Canal,CHI,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Chile,CHL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.41E+14,1.47E+14,1.65E+14,1.88E+14,
China,CHN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.68E+14,1.79E+14,1.95E+14,2.15E+14,
Côte d'Ivoire,CIV,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,8.57E+12,9.72E+12,1.08E+13,1.30E+13,
Camerún,CMR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,4.17E+12,4.75E+12,,,
"Congo, República Democrática del",COD,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,7.06E+12,9.58E+12,,,
"Congo, República del",COG,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.68E+12,1.58E+12,1.70E+12,,
Colombia,COL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,4.51E+14,4.74E+14,5.16E+14,5.82E+14,
Comoras,COM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.28E+11,1.39E+11,1.47E+11,1.66E+11,
Cabo Verde,CPV,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.81E+11,1.84E+11,1.99E+11,2.07E+11,
Costa Rica,CRI,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.60E+13,1.63E+13,1.70E+13,2.00E+13,
Estados pequeos del Caribe,CSS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Cuba,CUB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Curacao,CUW,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Islas Caimán,CYM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Chipre,CYP,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
República Checa,CZE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,4.23E+12,4.49E+12,4.78E+12,5.26E+12,
Alemania,DEU,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Djibouti,DJI,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.71E+11,3.50E+11,3.81E+11,4.54E+11,
Dominica,DMA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1757020000,1784536394,1574243690,1389111828,
Dinamarca,DNK,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.34E+12,1.36E+12,1.44E+12,1.58E+12,
República Dominicana,DOM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.31E+12,1.40E+12,1.57E+12,1.91E+12,
Argelia,DZA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.50E+13,1.66E+13,1.65E+13,1.77E+13,
Asia oriental y el Pacífico (excluido altos ingresos),EAP,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
inicial del dividendo demográfico,EAR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Asia oriental y el Pacífico,EAS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Europa y Asia central (excluido altos ingresos),ECA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Europa y Asia central,ECS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Ecuador,ECU,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,38745337920,40557270730,44148605459,48545077540,
"Egipto, República Árabe de",EGY,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.20E+12,3.63E+12,4.11E+12,4.92E+12,
Zona del Euro,EMU,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Eritrea,ERI,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
España,ESP,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Estonia,EST,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Etiopía,ETH,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Unión Europea,EUU,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Frágiles y situaciones de conflicto afectados,FCS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Finlandia,FIN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Fiji,FJI,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,8167148472,8397159331,8623376773,8724485009,
Francia,FRA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Islas Feroe,FRO,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Micronesia (Estados Federados de),FSM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,240929000,246544000,249039000,287959000,
Gabón,GAB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.68E+12,2.24E+12,2.27E+12,,
Reino Unido,GBR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.03E+12,3.19E+12,3.14E+12,3.45E+12,
Georgia,GEO,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,18416278044,21124724422,24643670676,30379590000,
Ghana,GHA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,66982825964,77539928576,94098262048,1.21E+11,
Gibraltar,GIB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Guinea,GIN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.16E+13,2.37E+13,2.93E+13,3.59E+13,
Gambia,GMB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,26853215791,31753642973,40330593453,49408209331,
Guinea-Bissau,GNB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.44E+11,3.65E+11,3.66E+11,3.99E+11,
Guinea Ecuatorial,GNQ,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,9.02E+11,8.95E+11,8.30E+11,,
Grecia,GRC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Granada,GRD,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2514510000,2747007126,2691253860,2658779445,
Groenlandia,GRL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Guatemala,GTM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.67E+11,2.93E+11,3.19E+11,3.77E+11,
Guam,GUM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Guyana,GUY,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,4.64E+11,4.91E+11,5.62E+11,6.44E+11,
Ingreso alto,HIC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
"Hong Kong, Región Administrativa Especial",HKG,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.05E+13,1.09E+13,1.15E+13,1.22E+13,
Honduras,HND,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.19E+11,3.42E+11,3.82E+11,4.52E+11,
Países pobres muy endeudados (PPME),HPC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Croacia,HRV,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.61E+11,2.83E+11,2.94E+11,3.28E+11,
Haití,HTI,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.79E+11,3.33E+11,3.78E+11,3.94E+11,
Hungría,HUN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.29E+13,2.56E+13,2.77E+13,3.36E+13,
Sólo BIRF,IBD,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
BIRF y la AIF,IBT,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
total de la AIF,IDA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
mezcla de la AIF,IDB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Indonesia,IDN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,5.42E+20,5.76E+20,6.14E+20,6.91E+20,
Sólo AIF,IDX,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Isla de Man,IMN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
India,IND,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.27E+14,1.40E+14,1.55E+14,1.74E+14,
No clasificado,INX,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Irlanda,IRL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
"Irán, República Islámica del",IRN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Iraq,IRQ,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,9.29E+13,9.54E+13,1.03E+14,1.20E+14,
Islandia,ISL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.73E+12,1.85E+12,1.97E+12,2.11E+12,
Israel,ISR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.09E+12,1.13E+12,1.22E+12,1.49E+12,
Italia,ITA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Jamaica,JAM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,9.93E+11,1.09E+12,1.19E+12,1.41E+12,
Jordania,JOR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,31910444405,31960368736,33600074149,35527131079,
Japón,JPN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.35E+20,1.38E+20,1.41E+19,1.51E+20,
Kazajstán,KAZ,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.95E+13,2.08E+13,2.13E+13,2.49E+13,
Kenya,KEN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.34E+12,3.68E+12,3.90E+12,4.41E+12,
Kirguistán,KGZ,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.93E+11,2.04E+11,2.30E+11,2.85E+11,
Camboya,KHM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,7.92E+13,1.00E+14,1.18E+14,1.37E+14,
Kiribati,KIR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Saint Kitts y Nevis,KNA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3647740000,3553848570,3016592410,2771547080,
"Corea, República de",KOR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.53E+20,2.70E+20,2.91E+20,3.20E+20,
Kuwait,KWT,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,37147850400,38606413600,38129244000,39142868900,
América Latina y el Caribe (excluido altos ingresos),LAC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
República Democrática Popular Lao,LAO,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Líbano,LBN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.08E+14,,,,
Liberia,LBR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,"680309617,9","700940239,5",,,
Libia,LBY,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.06E+11,1.05E+11,1.03E+11,1.20E+11,
Santa Lucía,LCA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3717260000,3901634656,3576173280,3122368804,
América Latina y el Caribe,LCN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Países de ingreso bajo,LIC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Liechtenstein,LIE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Sri Lanka,LKA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,7.84E+12,8.73E+12,9.46E+12,,
Países de ingreso mediano bajo,LMC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Ingreso mediano y bajo,LMY,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Lesotho,LSO,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,12105974458,13400596765,12195220748,14282899616,
avanzada del dividendo demográfico,LTE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Lituania,LTU,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Luxemburgo,LUX,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Letonia,LVA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
"Región Administrativa Especial de Macao, China",MAC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,5.91E+11,6.51E+11,6.88E+11,6.92E+11,
Isla de San Martín (parte francesa),MAF,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Marruecos,MAR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.27E+12,1.32E+12,1.37E+12,1.49E+12,
Mónaco,MCO,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
República de Moldova,MDA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,77055880000,83194003896,89950706570,1.08E+11,
Madagascar,MDG,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.05E+13,1.18E+13,1.26E+13,1.40E+13,
Maldivas,MDV,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,32005875289,33088326227,36241440260,41384961351,
Oriente Medio y Norte de África,MEA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
México,MEX,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,8.44E+12,8.82E+12,9.24E+12,1.05E+13,
Islas Marshall,MHL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
 Ingreso mediano,MIC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Macedonia del Norte,MKD,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.37E+11,3.73E+11,4.04E+11,4.36E+11,
Malí,MLI,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.40E+12,2.74E+12,2.99E+12,3.66E+12,
Malta,MLT,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Myanmar,MMR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,4.77E+13,5.47E+13,6.32E+13,7.47E+13,
Oriente Medio y Norte de África (excluido altos ingresos),MNA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Montenegro,MNE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2544913922,2624968699,2581165197,2484414615,
Mongolia,MNG,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.59E+13,1.95E+13,2.08E+13,2.42E+13,
Mariana,MNP,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Mozambique,MOZ,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.86E+11,4.18E+11,4.68E+11,5.79E+11,
Mauritania,MRT,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,67494163306,74858513287,82306489466,,
Mauricio,MUS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,5.22E+11,5.55E+11,6.02E+11,7.04E+11,
Malawi,MWI,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Malasia,MYS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.68E+12,1.81E+12,1.86E+12,1.95E+12,
América del Norte,NAC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Namibia,NAM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,98077548554,1.04E+11,1.15E+11,1.25E+11,
Nueva Caledonia,NCL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Níger,NER,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.15E+12,1.13E+12,1.30E+12,1.52E+12,
Nigeria,NGA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.85E+13,3.27E+13,3.49E+13,3.89E+13,
Nicaragua,NIC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.74E+11,1.42E+11,1.50E+11,1.74E+11,
Países Bajos,NLD,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Noruega,NOR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.15E+12,2.26E+12,2.35E+12,2.63E+12,
Nepal,NPL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.75E+12,3.29E+12,3.75E+12,4.58E+12,
Nauru,NRU,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Nueva Zelandia,NZL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.93E+11,3.11E+11,3.26E+11,3.66E+11,
Miembros OCDE,OED,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Omán,OMN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,16068800000,,,,
Otros Estados pequeos,OSS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Pakistán,PAK,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.83E+13,2.01E+13,2.24E+13,2.59E+13,
Panamá,PAN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Perú,PER,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.27E+11,3.45E+11,3.74E+11,,
Filipinas,PHL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.25E+13,1.36E+13,1.50E+13,1.62E+13,
Palau,PLW,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Papua Nueva Guinea,PNG,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,22207577879,21368074687,22311991968,,
Polonia,POL,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.32E+12,1.45E+12,1.57E+12,1.82E+12,
previa al dividendo demográfico,PRE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Puerto Rico,PRI,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
"Corea, República Popular Democrática de",PRK,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Portugal,PRT,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Paraguay,PRY,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,9.38E+13,1.01E+14,1.11E+14,1.32E+14,
Ribera Occidental y Gaza,PSE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,10993206000,11411870185,,,
Estados pequeos de las Islas del Pacfico,PSS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
posterior al dividendo demográfico,PST,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Polinesia Francesa,PYF,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Qatar,QAT,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,6.03E+11,5.64E+11,5.78E+11,6.00E+11,
Rumania,ROU,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.50E+11,3.81E+11,4.23E+11,4.87E+11,
Federación de Rusia,RUS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,5.47E+13,6.14E+13,6.45E+13,7.53E+13,
Rwanda,RWA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.52E+12,1.80E+12,2.08E+12,2.52E+12,
Asia meridional,SAS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Arabia Saudita,SAU,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.81E+12,,,,
Sudán,SDN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.03E+11,4.31E+11,6.90E+11,1.30E+12,
Senegal,SEN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,4.61E+12,5.26E+12,5.69E+12,6.39E+12,
Singapur,SGP,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,5.80E+11,6.03E+11,6.33E+11,7.16E+11,
Islas Salomón,SLB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,4907824972,5242891509,5082247975,5418382431,
Sierra Leona,SLE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,6.52E+12,7.46E+12,8.53E+12,1.18E+13,
El Salvador,SLV,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,13449063524,14265242883,15877952817,17286700991,
San Marino,SMR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Somalia,SOM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Serbia,SRB,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2.28E+12,2.61E+12,2.82E+12,3.33E+12,
África al sur del Sahara (excluido altos ingresos),SSA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Sudán del Sur,SSD,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,69416167765,1.05E+11,1.33E+11,2.08E+11,
África al sur del Sahara,SSF,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Pequeños Estados,SST,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Santo Tomé y Príncipe,STP,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,2697337256,3106421585,3041850430,3364425707,
Suriname,SUR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,17600445407,19195848404,20288949038,32879114249,
República Eslovaca,SVK,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Eslovenia,SVN,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Suecia,SWE,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,3.37E+12,3.49E+12,3.74E+12,4.42E+12,
Eswatini,SWZ,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,17343038568,18047643034,18368609840,21205786100,
Sint Maarten (Dutch part),SXM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Seychelles,SYC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,15887764122,17114542832,19457810074,25160161222,
República Árabe Siria,SYR,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Islas Turcas y Caicos,TCA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Chad,TCD,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,9.08E+11,9.15E+11,1.12E+12,,
Asia oriental y el Pacífico (BIRF y la AIF),TEA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Europa y Asia central (BIRF y la AIF),TEC,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Togo,TGO,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.58E+12,1.73E+12,1.80E+12,2.01E+12,
Tailandia,THA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,1.92E+13,2.01E+13,2.08E+13,,
Tayikistán,TJK,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,18017686230,18944669488,22154740519,26252903050,
Turkmenistán,TKM,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
América Latina y el Caribe (BIRF y la AIF),TLA,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,,,,,
Timor-Leste,TLS,Masa monetaria (moneda local actual),FM.LBL.BMNY.CN,822896000,"848586582,5","788263689,8",,
