Country Name,Country Code,Indicator Name,Indicator Code,2017,2018,2019,2020,2021
Madagascar,MDG,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"352,797,151","4,495,503,343","334,212,502","2,710,405,302",
Maldivas,MDV,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"9,629,604,082","1,085,949,978","1,713,762,921","1,177,501,458",
Oriente Medio y Norte de África,MEA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,641,442,954","1,739,468,209","1,790,411,354","2,184,873,162",
México,MEX,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"286,692,792","309,633,843","2,342,860,189","2,874,355,355",
Islas Marshall,MHL,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,737,047,496","4,400,965,645","1,744,423,003","269,499,964",
 Ingreso mediano,MIC,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,836,950,567","1,930,469,991","1,763,993,124","1,743,921,999",
Macedonia del Norte,MKD,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,367,268,167","5,114,947,894","4,358,924,934","0,06349584262",
Malí,MLI,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,649,342,287","2,737,385,133","4,971,522,456","3,073,803,262",
Malta,MLT,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"288,058,362","2,917,955,467","2,654,462,262","2,972,173,561",
Myanmar,MMR,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"7,818,258,776","2,633,409,401","2,526,413,422","2,323,838,873",
Oriente Medio y Norte de África (excluido altos ingresos),MNA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,163,965,105","1,128,718,338","1,028,216,645","0,938878014",
Montenegro,MNE,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,154,439,665","8,818,921,933","753,472,941","1,103,057,244",
Mongolia,MNG,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,301,602,805","1,480,888,001","1,719,893,953","1,291,307,983",
Mariana,MNP,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
Mozambique,MOZ,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,754,336,958","1,130,357,636","1,417,000,544","2,272,425,076",
Mauritania,MRT,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"8,650,079,911","1,051,189,319","-1,119,898,252","1,172,205,614",
Mauricio,MUS,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,620,055,576","3,247,165,121","3,356,318,662","2,250,801,501",
Malawi,MWI,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,008,548,773","0,7794234352","0,5012788302","0,3716600087",
Malasia,MYS,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,935,792,391","2,314,570,004","2,506,299,941","1,279,803,161",
América del Norte,NAC,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,920,383,013","1,154,615,961","1,516,956,652","1,057,094,553",
Namibia,NAM,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,175,057,338","1,712,992,678","-1,406,963,244","-1,508,552,083",
Nueva Caledonia,NCL,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"4,470,903,582","2,537,008,493","7,011,564,364","4,693,136,281",
Níger,NER,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,028,230,749","3,638,493,439","5,552,201,672","2,624,580,757",
Nigeria,NGA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,6421816602","0,1951827726","0,5143929317","0,5517723819",
Nicaragua,NIC,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"7,510,567","6,430,591,725","3,993,129,581","1,448,326,439",
Países Bajos,NLD,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,562,123,722","-3,771,239,946","-1,860,015,975","-1,633,956,843",
Noruega,NOR,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,481,097,955","-1,296,183,832","4,032,639,237","-1,132,711,059",
Nepal,NPL,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,6774398778","0,206157198","0,5428018163","0,3787389644",
Nauru,NRU,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
Nueva Zelandia,NZL,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,156,709,155","1,187,285,639","1,368,582,497","1,916,334,716",
Miembros OCDE,OED,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,683,829,222","0,4128135711","1,255,613,997","0,9343338159",
Omán,OMN,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,607,982,142","6,492,723,965","4,970,259,367","3,865,761,901",
Otros Estados pequeos,OSS,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"4,826,830,081","1,605,009,708","1,216,890,106","2,687,890,725",
Pakistán,PAK,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,7358368741","0,4877456709","0,6961464447","0,6849672427",
Panamá,PAN,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"656,251,387","8,112,289,633","6,645,170,487","-3,991,946,397",
Perú,PER,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,513,344,425","2,638,243,787","2,084,917,895","0,3627123847",
Filipinas,PHL,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,122,386,545","2,868,336,627","2,301,175,741","1,885,863,784",
Palau,PLW,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"9,633,590,159","7,551,808,922","8,023,340,627","9,313,154,831",
Papua Nueva Guinea,PNG,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,7099914987","4,706,207,404","-3,638,814,761","-3,792,482,231",
Polonia,POL,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,233,960,434","3,000,280,492","2,820,282,627","291,439,661",
previa al dividendo demográfico,PRE,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,7894129304","0,6360863599","0,9681692567","1,229,178,276",
Puerto Rico,PRI,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
"Corea, República Popular Democrática de",PRK,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
Portugal,PRT,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"4,826,502,953","3,237,994,991","4,300,252,034","1,669,575,314",
Paraguay,PRY,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,278,373,382","0,4818484157","0,9067874997","0,2622616663",
Ribera Occidental y Gaza,PSE,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,140,566,982","1,294,462,944","0,7697200465","0,5134337666",
Estados pequeos de las Islas del Pacfico,PSS,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"5,201,577,715","5,906,952,656","402,812,216","3,477,575,396",
posterior al dividendo demográfico,PST,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,032,005,617","0,4630886285","1,592,841,268","1,115,288,981",
Polinesia Francesa,PYF,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,358,841,209","103,369,691","0,4224504893","0,9818857834",
Qatar,QAT,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,6120387234","-1,192,496,952","-1,599,565,819","-168,550,859",
Rumania,ROU,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,812,016,214","3,041,348,095","2,947,572,771","1,443,789,394",
Federacion de Rusia,RUS,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,814,092,944","0,5300605115","1,888,518,541","0,6368790351",
Rwanda,RWA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,961,535,753","3,797,713,971","2,541,174,409","0,9810658317",
Asia meridional,SAS,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,352,118,195","1,379,410,644","1,553,393,865","1,980,088,452",
Arabia Saudita,SAU,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,2060517378","0,5201100118","0,5677552671","0,7676149979",
Sudán,SDN,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,8212430683","3,512,695,239","2,552,269,688","2,656,555,906",
Senegal,SEN,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,801,853,565","3,667,626,947","4,553,491,204","6,044,548,242",
Singapur,SGP,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"289,079,935","2,153,340,661","2,969,044,057","2,164,824,649",
Islas Salomon,SLB,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,890,158","1,587,208,945","2,088,225,852","0,5808987757",
Sierra Leona,SLE,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,112,351,219","6,130,698,063","7,395,550,906","3,325,158,384",
El Salvador,SLV,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,016,884,515","1,586,204,787","2,588,749,059","1,513,912,807",
San Marino,SMR,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
Somalia,SOM,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"6,578,712,783","6,973,551,597","6,901,689,959","6,661,607,937",
Serbia,SRB,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"655,200,965","8,040,763,794","8,286,467,411","6,535,643,779",
África al sur del Sahara (excluido altos ingresos),SSA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,621,903,735","1,661,611,031","1,721,104,524","1,697,993,886",
Sudán del Sur,SSD,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
África al sur del Sahara,SSF,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,627,730,503","1,677,854,029","1,733,704,951","1,707,102,676",
Pequeños Estados,SST,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"4,524,280,947","1,996,777,336","10,974,354","2,855,604,132",
Santo Tomé y Príncipe,STP,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"9,107,348,911","5,748,478,468","5,659,892,909","9,962,094,156",
Suriname,SUR,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,674,989,519","3,277,093,148","2,112,202,454","0,03605444775",
República Eslovaca,SVK,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"4,429,632,319","2,131,229,351","2,165,384,218","-0,3143366055",
Eslovenia,SVN,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,461,927,888","2,839,799,886","3,971,174,061","0,9076004299",
Suecia,SWE,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"4,541,014,296","-0,2464210878","2,926,743,044","3,382,829,682",
Eswatini,SWZ,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"-1,309,289,037","0,6670722823","2,865,405,616","1,105,930,375",
Sint Maarten (Dutch part),SXM,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"5,391,676,123","-4,041,847,287",,,
Seychelles,SYC,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"7,910,467,704","1,880,234,457","1,507,399,713","1,458,479,893",
República Árabe Siria,SYR,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
Islas Turcas y Caicos,TCA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,158,524,597","3,793,373,566","2,251,655,992","3,290,011,692",
Chad,TCD,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,633,672,746","4,100,753,246","5,007,877,903","5,204,590,631",
Asia oriental y el Pacífico (BIRF y la AIF),TEA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,615,729,857","1,873,292,038","1,507,915,413","1,729,350,643",
Europa y Asia central (BIRF y la AIF),TEC,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,158,403,996","1,710,831,368","2,365,496,742","1,576,232,339",
Togo,TGO,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,384,709,237","-254,453,891","4,787,792,567","-0,7816456441",
Tailandia,THA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,815,502,013","2,602,113,152","0,8804500947","-0,969688901",
Tayikistán,TJK,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,465,714,366","2,844,324,817","256,373,023","1,309,747,193",
Turkmenistán,TKM,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"5,499,995,836","489,948,824","4,707,869,274",,
América Latina y el Caribe (BIRF y la AIF),TLA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"303,503,049","3,331,017,578","3,056,043,635","2,250,943,232",
Timor-Leste,TLS,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,4156905883","3,025,846,627","3,641,738,786","3,805,079,919",
Oriente Medio y Norte de África (BIRF y la AIF),TMN,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,164,230,346","1,126,709,287","1,031,492,912","0,9445929501",
Tonga,TON,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"-1,219,376,121","4,069,875,401","0,3400827351","0,8645927242",
Asia meridional (BIRF y la AIF),TSA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,352,118,195","1,379,410,644","1,553,393,865","1,980,088,452",
África al sur del Sahara (BIRF y la AIF),TSS,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,627,730,503","1,677,854,029","1,733,704,951","1,707,102,676",
Trinidad y Tobago,TTO,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"-2,031,408,062","-293,939,489","0,7702047162","-0,4795287527",
Túnez,TUN,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,923,290,809","2,316,786,636","1,939,471,387","13,928,822",
Turquía,TUR,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,302,683,199","1,606,352,133","125,794,275","108,770,714",
Tuvalu,TUV,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,6634576271","0,6249951575","0,5511704962","0,1816375",
Tanzanía,TZA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,758,606,511","1,704,409,774","1,991,000,159","1,097,405,659",
Uganda,UGA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,610,889,174","3,205,128,111","3,603,324,757","2,323,894,357",
Ucrania,UKR,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,283,060,565","3,800,871,036","3,766,498,364","0,1941030207",
Ingreso mediano alto,UMC,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,820,228,077","1,963,169,029","1,715,040,262","1,690,756,715",
Uruguay,URY,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"4,182,381,199","2,417,098,914","2,300,844,211","0,7319936122",
Estados Unidos,USA,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,954,981,662","104,405,598","1,413,957,075","1,011,297,935",
Uzbekistán,UZB,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,896,683,542","1,186,869,129","3,866,754,969","2,885,497,762",
San Vicente y las Granadinas,VCT,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"192,627,765","4,702,528,985","8,169,703,285","353,844,384",
Venezuela,VEN,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
Islas Vírgenes Británicas,VGB,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
Islas Vírgenes (EE.UU.),VIR,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,,,,,
Viet Nam,VNM,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"5,011,490,848","50,210,221","4,879,062,664","4,603,158,624",
Vanuatu,VUT,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"4,343,181,013","4,108,663,913","2,863,258,066","2,725,020,237",
Mundo,WLD,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"2,672,081,322","1,049,733,286","1,684,669,002","1,443,362,294",
Samoa,WSM,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"110,758,278","203,503,186","-0,2557273924","0,5482650942",
Kosovo,XKX,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"3,994,466,882","4,043,189,031","3,608,682,464","51,137,627",
"Yemen, Rep. del",YEM,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"-1,005,318,813","-1,305,638,389","-169,494,388",,
Sudáfrica,ZAF,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"0,5396739568","137,571,219","1,318,804,454","0,9401182966",
Zambia,ZMB,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"4,280,501,171","1,552,313,969","2,350,919,043","-0,9538751572",
Zimbabwe,ZWE,"Inversion extranjera directa, entrada neta de capital (% del PIB)",BX.KLT.DINV.WD.GD.ZS,"1,746,884,527","396,270,369","1,293,799,271","0,8329653609",
